Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
camp_cave_c6e372a6	Professor	Good job keeping everyone safe once again, Panna.	game/story/chapter1.rpy	602	Professor "[what]"
camp_cave_0247620c	Panna	Thank you, father. Also...we found it.	game/story/chapter1.rpy	603	Panna "[what]"
camp_cave_b39b30e1	Mama	Found what?	game/story/chapter1.rpy	604	Mama "[what]"
camp_cave_57a1a359	Professor	It's none of your concern, dear.	game/story/chapter1.rpy	605	Professor "[what]"
camp_cave_fa2a71e1	Mama	No, you've put my children in jeopardy time and time again. {w=2.5}What did you ask them to do..?	game/story/chapter1.rpy	606	Mama "[what]"
camp_cave_bc3cdb6c	Panna	Here.	game/story/chapter1.rpy	607	Panna "[what]"
camp_cave_fa7f995b	Professor	By the gods I can't believe it...! You found the manuscript?	game/story/chapter1.rpy	609	Professor "[what]"
camp_cave_24d18a90	Panna	That's not all.	game/story/chapter1.rpy	610	Panna "[what]"
camp_cave_113f8348	Professor	...({b}{i}! {/b}{/i})	game/story/chapter1.rpy	612	Professor "[what]"
camp_cave_234d3075	Professor	{i}Miss Serene...?{/i}{w=2.0} Now that I look at her...	game/story/chapter1.rpy	613	Professor "[what]"
camp_cave_37a5ee0e	Professor	{i}Your hair and those clothes...{/i}{w=2.0} From what lands do you represent?	game/story/chapter1.rpy	614	Professor "[what]"
camp_cave_11fdb519	extend		game/story/chapter1.rpy	617	extend "[what]" nointeract
professor_0d2a495a	Professor	I see...Just like the legends.	game/story/chapter1.rpy	626	Professor "[what]"
professor_cc84ab12	Professor	Panna, excellent work. You summoned her with {i}this?{i}	game/story/chapter1.rpy	627	Professor "[what]"
professor_3f210703	Panna	Correct. Unfortunately, Moonga chanted the wrong spell. She's not a hero.	game/story/chapter1.rpy	628	Panna "[what]"
professor_63a83de8	Professor	I see...That's quite alright.{w=2.0} There will be more opportunities to try the Shimmer ritual at a later date.	game/story/chapter1.rpy	629	Professor "[what]"
professor_8980b519	Professor	Now, for the problem at hand...{w=2.0} Let's see...{w=1} Miss...{w=1}{i}Serene was it...?{/i}	game/story/chapter1.rpy	630	Professor "[what]"
professor_def30fe5	Professor	I'm terribly sorry for the circumstances that have unfolded.	game/story/chapter1.rpy	631	Professor "[what]"
professor_c55b6181	Professor	We've brought you here against your will, {i}and{/i} you've saved my children.	game/story/chapter1.rpy	632	Professor "[what]"
professor_fcb8ffc2	Professor	I never leave a debt unpaid.{w=2} Panna?	game/story/chapter1.rpy	633	Professor "[what]"
professor_00536c25	Panna	Yes, father?	game/story/chapter1.rpy	634	Panna "[what]"
professor_7838ac7a	Professor	Bring the bespoke chalice.	game/story/chapter1.rpy	635	Professor "[what]"
professor_19540169	Panna	Father, are you sure? What if-	game/story/chapter1.rpy	636	Panna "[what]"
professor_71517e8d	Professor	Now, now.	game/story/chapter1.rpy	637	Professor "[what]"
professor_9962566d	Professor	It's quite alright, I promise.	game/story/chapter1.rpy	639	Professor "[what]"
professor_946fac04	narrator	Panna returns with a bright and shiny chalice.	game/story/chapter1.rpy	640	narrator "[what]"
professor_5fe081a7	Professor	Hand that to Miss Serene for me please, Panna.	game/story/chapter1.rpy	641	Professor "[what]"
professor_de013bd6	narrator	You receive a chalice.	game/story/chapter1.rpy	642	narrator "[what]"
professor_e1f385a7	extend		game/story/chapter1.rpy	644	extend "[what]"
professor_386f9af0	Serene	Wait, I couldn't. This is too much.	game/story/chapter1.rpy	646	Serene "[what]"
professor_b573338d	Professor	No, no by all means. Please take it.	game/story/chapter1.rpy	647	Professor "[what]"
professor_5186cd31	Professor	The lives of my children are worth so much more than this small cup.	game/story/chapter1.rpy	648	Professor "[what]"
professor_fba216be	Professor	Here. Take this card and follow this map.	game/story/chapter1.rpy	649	Professor "[what]"
professor_1c5ce662	narrator	You receive a map of the town.	game/story/chapter1.rpy	650	narrator "[what]"
professor_e1f385a7_1	extend		game/story/chapter1.rpy	652	extend "[what]"
professor_5262aa5b	Professor	This will guide you to the shop of one of my associates. Hand the chalice to her. She will know what to do.	game/story/chapter1.rpy	654	Professor "[what]"
professor_96729be0	narrator	Upon touching the card, something awakens in your mind.	game/story/chapter1.rpy	655	narrator "[what]"
professor_3dcf48ee	se	(I can see a shop on the map so vividly. {w=2.0} Was it just from touching the card...?)	game/story/chapter1.rpy	656	se "[what]"
professor_f722ec95	Mama	Thank you once again, Miss Serene. Feel free to come back any time.	game/story/chapter1.rpy	657	Mama "[what]"
professor_e9376d7d	Mama	Alright, Panna. It's time for you to go upstairs as well. Hurry on now.	game/story/chapter1.rpy	658	Mama "[what]"
professor_ec69e0ba	Panna	As you wish, mother. Thank you for your service, Miss Serene.	game/story/chapter1.rpy	659	Panna "[what]"
professor_a0416b5e	Panna	Until we meet again.	game/story/chapter1.rpy	660	Panna "[what]"
professor_8df63dd6	Professor	Also, here is my card.	game/story/chapter1.rpy	662	Professor "[what]"
professor_e1f385a7_2	extend		game/story/chapter1.rpy	664	extend "[what]"
professor_36c6e45a	Professor	This should help you find your way back here.	game/story/chapter1.rpy	666	Professor "[what]"
professor_45acfae5	Professor	I will continue where Panna left off in the Manuscripts and find a way for you to get back home.	game/story/chapter1.rpy	667	Professor "[what]"
professor_f7ed0f6c	Professor	In the meantime, follow the map I gave you.	game/story/chapter1.rpy	668	Professor "[what]"
professor_3721edf8	Professor	Talk to the shop owner, {color=#f00}Amara{/color}. She will take good care of you.	game/story/chapter1.rpy	669	Professor "[what]"
professor_ca9de019	Professor	Until we meet again.	game/story/chapter1.rpy	670	Professor "[what]"
professor_c7cdcb2a	narrator	You promptly leave the family estate and head to Amara's shop.	game/story/chapter1.rpy	671	narrator "[what]"
chapter2_72cef1ce	narrator	It is now nightfall, with oil-lit lamps guiding your way through the town.	game/story/chapter2.rpy	5	narrator "[what]"
chapter2_f8cfacde	narrator	Even though there is movement of townsfolk and horse-pulled carriages, there is a calm ambience in the air.	game/story/chapter2.rpy	6	narrator "[what]"
chapter2_f4d5e79e	se	(Somehow this building looks familiar. I think I'm here.)	game/story/chapter2.rpy	8	se "[what]"
chapter2_11fdb519	extend		game/story/chapter2.rpy	10	extend "[what]" nointeract
enter_amara_shop_b39d5b98	narrator	You enter the shop, not knowing what to expect inside.	game/story/chapter2.rpy	19	narrator "[what]"
enter_amara_shop_a86c94e5	narrator	The shopkeeper, Amara, can be seen chatting with one of her regulars. Her long hair seems to bounce around her hips as she speaks.	game/story/chapter2.rpy	21	narrator "[what]"
enter_amara_shop_ba6692ae	Amara	Haha, see. What did I tell you! Have some confidence! The dress is perfect on you.	game/story/chapter2.rpy	22	Amara "[what]"
enter_amara_shop_6d7709e2	narrator	Amara stands behind a customer facing the shop mirror. She is wearing a beautiful crimson dress that seems to perfectly fit her boisterous frame.	game/story/chapter2.rpy	23	narrator "[what]"
enter_amara_shop_e273354a	Customer	You really think so?	game/story/chapter2.rpy	24	Customer "[what]"
enter_amara_shop_3648fc90	Amara	I know so. I'm looking forward to seeing you and that dress at your dance recital.	game/story/chapter2.rpy	25	Amara "[what]"
enter_amara_shop_669f0382	Customer	Amara you're not just saying that are you?! You'll really come! What about your shop?	game/story/chapter2.rpy	26	Customer "[what]"
enter_amara_shop_f9c8cd2d	Amara	This place will be fine, don't worry. Now let's find you something nice for your hair...	game/story/chapter2.rpy	27	Amara "[what]"
enter_amara_shop_99952dcf	narrator	You watch Amara glide through her shop like a professionally trained ballerina, every movement fluid and never lacking precision.	game/story/chapter2.rpy	28	narrator "[what]"
enter_amara_shop_60c70a63	narrator	It is evident she knows every inch of her shop despite the incredulous amount of random trinkets and items seemingly strewn everywhere.	game/story/chapter2.rpy	29	narrator "[what]"
enter_amara_shop_14538827	narrator	This shop is organized chaos, and this is her song and dance.	game/story/chapter2.rpy	30	narrator "[what]"
enter_amara_shop_7b6283b6	se	(It seems like she gets along well with her customers. Maybe I should come back another time when she's not busy.)	game/story/chapter2.rpy	31	se "[what]"
enter_amara_shop_bc452035	Amara	Now,{w=0.5} Who.{w=0.5} Is.{w=0.5} {i}That.{/i}{w=2.0} I'll be right back, Christine.	game/story/chapter2.rpy	37	Amara "[what]"
enter_amara_shop_2b86bd3f	Amara	Here are the hairpins, we'll find a good color to match your dress.	game/story/chapter2.rpy	38	Amara "[what]"
enter_amara_shop_b70116db	narrator	In an instant, Amara is already in your face, her long hair hanging like a halo around your peripherals.	game/story/chapter2.rpy	40	narrator "[what]"
enter_amara_shop_b0b9c400	narrator	She bends down to meet your eye level, clearly intrigued.	game/story/chapter2.rpy	41	narrator "[what]"
enter_amara_shop_e6b17b4b	narrator	You can't help but stare deeply into her brown eyes, admiring the specks of gold sprinkled around her iris like fairy dust.	game/story/chapter2.rpy	42	narrator "[what]"
enter_amara_shop_1382e6ea	Serene	...Hi?	game/story/chapter2.rpy	43	Serene "[what]"
enter_amara_shop_01bba71c	Amara	Those blue eyes...	game/story/chapter2.rpy	44	Amara "[what]"
enter_amara_shop_139285a1	Amara	In all my years I've never seen such a thing.	game/story/chapter2.rpy	45	Amara "[what]"
enter_amara_shop_a7cb0e0b	Amara	And{w=0.5} your{w=0.5} {i}HAIR?{/i}{w=1.5} Fascinating.	game/story/chapter2.rpy	46	Amara "[what]"
enter_amara_shop_582ff203	Serene	Oh,{w=0.5} I mean I guess my hair does look a little blue if you shine the light the right way-	game/story/chapter2.rpy	47	Serene "[what]"
enter_amara_shop_3fe95845	Serene	Wait{w=0.5} blue eyes? I don't have blue eyes??	game/story/chapter2.rpy	48	Serene "[what]"
enter_amara_shop_e84a6a86	Amara	And that bracelet..	game/story/chapter2.rpy	49	Amara "[what]"
enter_amara_shop_d05c4df8	Amara	How did you find this place?	game/story/chapter2.rpy	52	Amara "[what]"
enter_amara_shop_11fdb519	extend		game/story/chapter2.rpy	55	extend "[what]" nointeract
amara_respond_a6edabeb	narrator	Serene opens her bag and shows Amara the chalice.	game/story/chapter2.rpy	64	narrator "[what]"
amara_respond_91b57da1	Amara	I knew it.	game/story/chapter2.rpy	65	Amara "[what]"
amara_respond_b2fadb0d	extend	{i}I KNEW IT.{/i}	game/story/chapter2.rpy	66	extend "[what]"
amara_respond_6119e960	Amara	You're the hero that old man kept yapping about.	game/story/chapter2.rpy	67	Amara "[what]"
amara_respond_d252b9c1	Amara	Still, you seem a little strange.	game/story/chapter2.rpy	68	Amara "[what]"
amara_respond_28237500	Amara	Besides the hair and eyes,{w=0.8} I really don't sense anything heroic about you.	game/story/chapter2.rpy	69	Amara "[what]"
amara_respond_f2df707b	Customer	Ahhh!!	game/story/chapter2.rpy	70	Customer "[what]"
amara_respond_4d69ad4b	Amara	Hold on, you stay RIGHT there. {w=2.0}I'll hold on to this in the meantime.	game/story/chapter2.rpy	71	Amara "[what]"
amara_respond_4c687549	Amara	What did you find Christine?! {w=1.5}AHHHH. That hairpin looks Gorgeous on you.	game/story/chapter2.rpy	73	Amara "[what]"
amara_respond_f895ed16	Amara	It's on the house, this piece was made for you. You look absolutely divine, darling.	game/story/chapter2.rpy	74	Amara "[what]"
amara_respond_482b12ba	se	(It looks like Amara's busy again. Should I look around?)	game/story/chapter2.rpy	75	se "[what]"
amara_respond_11fdb519	extend		game/story/chapter2.rpy	77	extend "[what]" nointeract
amara_search_41277dc6	se	(I really have changed. Was it when I got transported here?)	game/story/chapter2.rpy	87	se "[what]"
amara_search_c6380224	narrator	You look down and inspect the bracelet around your wrist.	game/story/chapter2.rpy	88	narrator "[what]"
amara_search_3bacd22c	se	(Did the bracelet do this?!)	game/story/chapter2.rpy	89	se "[what]"
amara_search_788abd22	narrator	Suddenly, an elderly woman appears behind you in the mirror.	game/story/chapter2.rpy	90	narrator "[what]"
amara_search_243b418b	Elder	Ah. You've finally awakened, I see. And you passed the trial.	game/story/chapter2.rpy	91	Elder "[what]"
amara_search_09e82d37	Serene	NO. What? I refuse. Why does everyone know everything about me? None of this makes any sense.	game/story/chapter2.rpy	92	Serene "[what]"
amara_search_fa9ae020	Elder	A fair statement. Life can be quite like that sometimes, I'm afraid.	game/story/chapter2.rpy	93	Elder "[what]"
amara_search_b34fb06e	se	(If I close my eyes, this will all disappear.)	game/story/chapter2.rpy	94	se "[what]"
amara_search_f20f2915	narrator	You squeeze your eyes shut for a brief moment.	game/story/chapter2.rpy	95	narrator "[what]"
amara_search_a1eee8da	narrator	When your eyes flutter open, your blurry vision reveals the same old woman staring at you from behind.	game/story/chapter2.rpy	96	narrator "[what]"
amara_search_6e4ad5d7	Elder	Still here.	game/story/chapter2.rpy	97	Elder "[what]"
amara_search_dc5c5706	Serene	:(	game/story/chapter2.rpy	98	Serene "[what]"
amara_search_83c8a8bf	Elder	I'll be brief. I'm here to help make some sense of your current situation.	game/story/chapter2.rpy	99	Elder "[what]"
amara_search_a599770c	Elder	Look at your bracelet. Now clear your mind. Think of your journal.	game/story/chapter2.rpy	100	Elder "[what]"
amara_search_10dfa6db	Serene	My journal...?	game/story/chapter2.rpy	101	Serene "[what]"
amara_search_85076099	narrator	Your mind flashes back to your journal back at the office.	game/story/chapter2.rpy	102	narrator "[what]"
amara_search_7e41b914	se	(I nearly forgot. I always kept my journal on me...)	game/story/chapter2.rpy	103	se "[what]"
amara_search_88771ae9	Devon	How are you writing so fast?!	game/story/chapter2.rpy	106	Devon "[what]"
amara_search_8ceb5393	Serene	You don't write things down when you first learn something? {w=2.0}That's like,{w=0.5} the best way to learn something.	game/story/chapter2.rpy	107	Serene "[what]"
amara_search_28cdb13d	Devon	Not really. Stuff doesn't really stick with me if I just watch it. I have to do it myself so I can learn.	game/story/chapter2.rpy	108	Devon "[what]"
amara_search_2b28a9ed	Serene	Haha, you say that. But don't come to me asking for notes after you forget everything.	game/story/chapter2.rpy	109	Serene "[what]"
amara_search_ce06ac54	Elder	Yes...Good. Are you visualizing it?	game/story/chapter2.rpy	111	Elder "[what]"
amara_search_63caeba3	Elder	I will return when the time arises. For now, stay the course, Serene.	game/story/chapter2.rpy	120	Elder "[what]"
amara_search_6577cb2f	se	(Yeah, I am absolutely going insane.)	game/story/chapter2.rpy	122	se "[what]"
amara_search_98346141	Amara	Well, look at you admiring yourself.	game/story/chapter2.rpy	123	Amara "[what]"
amara_search_d3e04678	Amara	Be careful now. Stare too long, and you'll start seeing spirits.	game/story/chapter2.rpy	124	Amara "[what]"
amara_search_5c56d292	Amara	Come with me; I have something for you.	game/story/chapter2.rpy	125	Amara "[what]"
amara_search_0954953c	narrator	Amara leads you up the creaky stairs and into an empty guest room. She opens the curtains in one swift motion, dust particles flying everywhere.	game/story/chapter2.rpy	127	narrator "[what]"
amara_search_d77bbcdc	narrator	Covering her mouth with her sleeve and waving the air around her with her other sleeve, she turns around to face you.	game/story/chapter2.rpy	128	narrator "[what]"
amara_search_5fbbb62b	Amara	Sooo what do you think? Not much, but it'll do.	game/story/chapter2.rpy	129	Amara "[what]"
amara_search_11fdb519	extend		game/story/chapter2.rpy	132	extend "[what]" nointeract
amara_room_f766a2d7	Amara	I apologize. I would have cleaned up a bit more if I knew I was going to have an esteemed guest with me.	game/story/chapter2.rpy	141	Amara "[what]"
amara_room_977c50bb	Amara	Come to think of it, I don't think I ever formally introduced myself. I'm Amara. And your name was Miss...	game/story/chapter2.rpy	142	Amara "[what]"
amara_room_95dbbe6b	Serene	Oh you don't have to be so polite, you can just call me Serene.	game/story/chapter2.rpy	143	Serene "[what]"
amara_room_ff590741	Amara	Serene, huh? Has a nice ring to it. Well, try the bed out.	game/story/chapter2.rpy	144	Amara "[what]"
amara_room_e0fa289c	Amara	I'm about to close the shop here soon, but I'll show you around town tomorrow.	game/story/chapter2.rpy	145	Amara "[what]"
amara_room_47c2e454	Serene	Thank you. That would be nice.	game/story/chapter2.rpy	146	Serene "[what]"
amara_room_2cb865f5	narrator	You hear Amara make her way back downstairs; somehow, the creaky stairs don't seem to creak for her.	game/story/chapter2.rpy	147	narrator "[what]"
amara_room_c2bdbfa2	se	(The exhaustion finally caught up to me. I should get some sleep.)	game/story/chapter2.rpy	148	se "[what]"
amara_room_5ddf1c3e	narrator	Your head hits the pillow and you instantly fall asleep for the night.	game/story/chapter2.rpy	149	narrator "[what]"
amara_room_6aedb188	Bell	Sunriiiiiiise!	game/story/chapter2.rpy	152	Bell "[what]"
amara_room_93cd8658	Bell	SUNRIIIIIISE!	game/story/chapter2.rpy	154	Bell "[what]"
amara_room_00ff38ff	narrator	Still in bed, you attempt to cover your ears with a pillow.	game/story/chapter2.rpy	156	narrator "[what]"
amara_room_98599c65	Amara	Sereneeeee! A little help please!	game/story/chapter2.rpy	159	Amara "[what]"
amara_room_cb991a62	narrator	Still half-asleep, you scramble out of bed and head downstairs.	game/story/chapter2.rpy	160	narrator "[what]"
amara_room_49d35e0e	Serene	Uh. Cominggggg!	game/story/chapter2.rpy	161	Serene "[what]"
amara_room_cb62f52f	Amara	Phew. This never gets any easier. Mind if I use your help to unpack?	game/story/chapter2.rpy	163	Amara "[what]"
amara_room_b0d7762e	Serene	Did you bring all of this in by yourself?!	game/story/chapter2.rpy	164	Serene "[what]"
amara_room_8d428788	Amara	Hehe, something like that. The carriage got me most of the way.	game/story/chapter2.rpy	165	Amara "[what]"
amara_room_f71da449	Amara	Here, use this key to open it up! Let's see what we got.	game/story/chapter2.rpy	166	Amara "[what]"
amara_room_cebc2570	Serene	Okay. Wait, you don't already know what's inside?	game/story/chapter2.rpy	167	Serene "[what]"
amara_room_2bb4f0b3	Amara	What do you mean? That's the best part. I have a deal with the Merchant Guild.	game/story/chapter2.rpy	168	Amara "[what]"
amara_room_bcca3237	Amara	Every trader gets a chest before major festivals. Keeps things more exciting.	game/story/chapter2.rpy	169	Amara "[what]"
amara_room_c1da8cf0	narrator	You open up the chest. It's overflowing with beads and colorful powder.	game/story/chapter2.rpy	170	narrator "[what]"
amara_room_d159f4ad	Amara	Oh that's right. You're not from around here. The end of winter marks our first spring festival.	game/story/chapter2.rpy	171	Amara "[what]"
amara_room_6720af6a	Serene	Woah, really? I can kinda guess what the beads are for. Do people just hand them out to each other?	game/story/chapter2.rpy	172	Serene "[what]"
amara_room_1960987a	Amara	...That was a pretty good guess, actually. You sure you're not from around here?	game/story/chapter2.rpy	173	Amara "[what]"
amara_room_892e7b87	se	(Hmmm. I'm not really sure what the powder is for though. That's a new one.)	game/story/chapter2.rpy	174	se "[what]"
amara_room_801f7bd4	Amara	Okay but let's get all of this somewhere before the bags pop open.	game/story/chapter2.rpy	175	Amara "[what]"
amara_room_1c673b2d	Amara	Not looking forward to sweeping any of this stuff up if it spills.	game/story/chapter2.rpy	176	Amara "[what]"
amara_room_c3cbe46f	Serene	Right.	game/story/chapter2.rpy	177	Serene "[what]"
amara_room_e511726c	narrator	You work with Amara to put up the stock.	game/story/chapter2.rpy	178	narrator "[what]"
amara_room_bc3dfa5f	Amara	Hey, you're pretty good at organizing this stuff.	game/story/chapter2.rpy	179	Amara "[what]"
amara_room_50149e7f	Serene	You think so?	game/story/chapter2.rpy	180	Serene "[what]"
amara_room_2d09e899	Amara	Yeah, I could really use an assistant. Working the shop alone can be brutal.	game/story/chapter2.rpy	181	Amara "[what]"
amara_room_f7ad45fc	Serene	But you seem so nice, you haven't found anyone that'd work the shop with you?	game/story/chapter2.rpy	182	Serene "[what]"
amara_room_6e052e43	Amara	Well...	game/story/chapter2.rpy	183	Amara "[what]"
amara_room_aa362786	se	(Something seems wrong with Amara, should I probe deeper?)	game/story/chapter2.rpy	184	se "[what]"
amara_room_11fdb519	extend		game/story/chapter2.rpy	187	extend "[what]" nointeract
amara_room_a512a530	Amara	Really?! You would?! Oh, I mean I couldn't! I wouldn't want to inconvenience you! I mean I'm sorry I just-- *sigh* Here I go again...	game/story/chapter2.rpy	189	Amara "[what]"
amara_room_f1840621	se	(It seems like she's getting a little flustered. Should I keep going?)	game/story/chapter2.rpy	190	se "[what]"
amara_room_a512a530_1	Amara	Really?! You would?! Oh, I mean I couldn't! I wouldn't want to inconvenience you! I mean I'm sorry I just-- *sigh* Here I go again...	game/story/chapter2.rpy	193	Amara "[what]"
amara_room_f1840621_1	se	(It seems like she's getting a little flustered. Should I keep going?)	game/story/chapter2.rpy	194	se "[what]"
amara_room_a512a530_2	Amara	Really?! You would?! Oh, I mean I couldn't! I wouldn't want to inconvenience you! I mean I'm sorry I just-- *sigh* Here I go again...	game/story/chapter2.rpy	197	Amara "[what]"
amara_room_f1840621_2	se	(It seems like she's getting a little flustered. Should I keep going?)	game/story/chapter2.rpy	198	se "[what]"
amara_assistant_11fdb519	extend		game/story/chapter2.rpy	202	extend "[what]" nointeract
amara_assistant_6f4cca1b	Amara	I-I was just kidding! Please. I'm sorry. I just-I need do this right, for myself. This is the one thing I need to do right.	game/story/chapter2.rpy	204	Amara "[what]"
amara_assistant_700bbaef	Amara	But thank you, Serene. Really. That really means a lot to me.	game/story/chapter2.rpy	205	Amara "[what]"
amara_assistant_b274d5da	se	("Do it right?" I wonder what that means. Maybe I shouldn't pressure her any further.)	game/story/chapter2.rpy	206	se "[what]"
amara_assistant_6f4cca1b_1	Amara	I-I was just kidding! Please. I'm sorry. I just-I need do this right, for myself. This is the one thing I need to do right.	game/story/chapter2.rpy	209	Amara "[what]"
amara_assistant_700bbaef_1	Amara	But thank you, Serene. Really. That really means a lot to me.	game/story/chapter2.rpy	210	Amara "[what]"
amara_assistant_b274d5da_1	se	("Do it right?" I wonder what that means. Maybe I shouldn't pressure her any further.)	game/story/chapter2.rpy	211	se "[what]"
amara_assistant_6f4cca1b_2	Amara	I-I was just kidding! Please. I'm sorry. I just-I need do this right, for myself. This is the one thing I need to do right.	game/story/chapter2.rpy	214	Amara "[what]"
amara_assistant_700bbaef_2	Amara	But thank you, Serene. Really. That really means a lot to me.	game/story/chapter2.rpy	215	Amara "[what]"
amara_assistant_b274d5da_2	se	("Do it right?" I wonder what that means. Maybe I shouldn't pressure her any further.)	game/story/chapter2.rpy	216	se "[what]"
amara_assistant2_11fdb519	extend		game/story/chapter2.rpy	220	extend "[what]" nointeract
amara_assistant3_697e719b	Amara	That does give me an idea though. Have you ever thought about running a shop for yourself?	game/story/chapter2.rpy	231	Amara "[what]"
amara_assistant3_b9c1cd46	Serene	My own shop?	game/story/chapter2.rpy	232	Serene "[what]"
amara_assistant3_152e4c5c	se	(I've never run my own business before. Could I really do something like that...?)	game/story/chapter2.rpy	234	se "[what]"
amara_assistant3_ce7eac74	Amara	Why the long face? I wouldn't really call it easy, but I think it's nice having something to call your own, y'know? It gets you out of your comfort zone.	game/story/chapter2.rpy	235	Amara "[what]"
amara_assistant3_2b743977	Serene	That's an interesting way to put it. I guess I just never really put much thought into it.	game/story/chapter2.rpy	236	Serene "[what]"
amara_assistant3_9f1cbe4f	Amara	Well, I think you should start! Matter of fact, I still have some room next door.	game/story/chapter2.rpy	237	Amara "[what]"
amara_assistant3_fd70b372	Serene	You have {i}another{/i} place besides this?	game/story/chapter2.rpy	238	Serene "[what]"
amara_assistant3_376b8e11	Amara	Well, I guess you could say I had a decent investment. We already have a tenant there.	game/story/chapter2.rpy	239	Amara "[what]"
amara_assistant3_cd242f16	Amara	Big guy, but for some reason he decided he'd rather write all day instead of working. I'm sure you could kick him into shape.	game/story/chapter2.rpy	240	Amara "[what]"
amara_assistant3_11fdb519	extend		game/story/chapter2.rpy	242	extend "[what]" nointeract
amara_assistant3_99cc30ec	Amara	Oh please, I'd insist. That big oaf still owes me rent, but your dues are paid. That includes a monthly stipend courtesy of your friend.	game/story/chapter2.rpy	244	Amara "[what]"
amara_assistant3_99cc30ec_1	Amara	Oh please, I'd insist. That big oaf still owes me rent, but your dues are paid. That includes a monthly stipend courtesy of your friend.	game/story/chapter2.rpy	247	Amara "[what]"
amara_assistant3_99cc30ec_2	Amara	Oh please, I'd insist. That big oaf still owes me rent, but your dues are paid. That includes a monthly stipend courtesy of your friend.	game/story/chapter2.rpy	250	Amara "[what]"
amara_assistant3_99cc30ec_3	Amara	Oh please, I'd insist. That big oaf still owes me rent, but your dues are paid. That includes a monthly stipend courtesy of your friend.	game/story/chapter2.rpy	253	Amara "[what]"
amara_help_11fdb519	extend		game/story/chapter2.rpy	258	extend "[what]" nointeract
amara_help2_77c4a076	Amara	Hello? The professor that asked you come here? Did you already forget about that item you gave me?	game/story/chapter2.rpy	269	Amara "[what]"
amara_help2_aaa8e1d7	Amara	That wasn't any old ordinary chalice. I've been eyeing that prize for a while.	game/story/chapter2.rpy	270	Amara "[what]"
amara_help2_e98ba517	Serene	Why? Is it worth a lot of money?	game/story/chapter2.rpy	271	Serene "[what]"
amara_help2_d0cebfc1	Amara	I mean, yes, and no? There's some sentimental value in there as well. It used to belong to my father.	game/story/chapter2.rpy	272	Amara "[what]"
amara_help2_5a741aa9	se	(Her father?! Even I could tell that a family with an item like that must be rolling in cash.)	game/story/chapter2.rpy	273	se "[what]"
amara_help2_7ba2cb5e	Amara	Yeah, yeah. I know what you're thinking. It's a long story, but it's important that I get this shop off the ground.	game/story/chapter2.rpy	274	Amara "[what]"
amara_help2_b97d8a6d	Amara	I have to make it work on my own.	game/story/chapter2.rpy	275	Amara "[what]"
amara_help2_96b66c24	se	(I can feel her strong ambition. I'm sure there's something I can do to help her.)	game/story/chapter2.rpy	276	se "[what]"
amara_help2_1a72ebd4	Serene	Well in that case, let's make this a partnership. You help me, and I'll help you!	game/story/chapter2.rpy	277	Serene "[what]"
amara_help2_dd3c5878	Amara	You're so hard-headed! Let's start as friends, maybe first?	game/story/chapter2.rpy	278	Amara "[what]"
amara_help2_41ae98c3	Serene	Okay so, was the building I'm supposed to go to on my left or my right...?	game/story/chapter2.rpy	281	Serene "[what]"
amara_help2_65c36841	Amara	Haha, right this way, ma'am.	game/story/chapter2.rpy	282	Amara "[what]"
amara_help2_62296a7a	narrator	Amara guides you to the next building. She said it was next door, but it really was a few blocks away. I guess this is how normal long walks are around here.	game/story/chapter2.rpy	284	narrator "[what]"
amara_help2_63072374	narrator	Amara flamboyantly shows off the building, her long hair bouncing around her waist in excitement.	game/story/chapter2.rpy	286	narrator "[what]"
amara_help2_d5e8276d	Amara	Welcome to your new humble abode! La casa del Serene!	game/story/chapter2.rpy	287	Amara "[what]"
amara_help2_3506d61b	Serene	...And the other guy.	game/story/chapter2.rpy	288	Serene "[what]"
amara_help2_1faf630a	Amara	La casa del Serene...!	game/story/chapter2.rpy	289	Amara "[what]"
amara_help2_04c62d50	extend	 And the other guy...!	game/story/chapter2.rpy	290	extend "[what]"
amara_help2_316d47ac	extend	 Unfortunately.	game/story/chapter2.rpy	291	extend "[what]"
amara_help2_4d009c99	Amara	I'm being kinda' genuine here--if you're able to get that man a job you'd be a lifesaver, truly.	game/story/chapter2.rpy	292	Amara "[what]"
amara_help2_924546aa	Amara	Helllooooooo! Ya big oaf, where's my money!	game/story/chapter2.rpy	293	Amara "[what]"
amara_help2_c5d31440	narrator	The room is surprisingly quiet as you step inside.	game/story/chapter2.rpy	294	narrator "[what]"
amara_help2_af007d4f	Serene	Maybe he already stepped out?	game/story/chapter2.rpy	295	Serene "[what]"
amara_help2_d708f35f	Amara	Nooo, no. That doesn't sound like him. He's always been cooped up by his desk.	game/story/chapter2.rpy	296	Amara "[what]"
amara_help2_3b6e5998	Amara	One moment-	game/story/chapter2.rpy	297	Amara "[what]"
amara_help2_8ea0591f	extend	 Leif!!	game/story/chapter2.rpy	298	extend "[what]"
amara_help2_7cb31f98	extend	 Where ya hiding!	game/story/chapter2.rpy	299	extend "[what]"
amara_help2_1cb81665		A thump comes from behind the door.	game/story/chapter2.rpy	301	"[what]"
amara_help2_852c608a	Leif	I'm back. Found some quality herbs for your shop.	game/story/chapter2.rpy	303	Leif "[what]"
amara_help2_89783b4c	Amara	Leif...You know sure well I don't sell that stuff.	game/story/chapter2.rpy	304	Amara "[what]"
